,Id,Label,Degree,Pageranks,Eigencentrality,Reachability,Log2_reach,R_Reachability,R_Log2_reach,RiskScore,Category,PR_Category,R_Category,R_Lo10_reach
73,73,attrs-21.4.0,31,0.000556,0.02317,1,0,889,13.29603961,0.827546126,H,T,D,8.89
141,141,pyasn1-0.4.8,37,0.001454,0.02102,1,0,762,13.07364719,0.774367131,H,T,D,7.62
57,57,pygments-2.15.0,117,0.001492,0.06241,1,0,707,12.9655664,0.627188997,H,T,D,7.07
420,420,pyasn1-modules-0.2.8,16,0.000484,0.01187,2,1,674,12.89660478,0.774822514,H,T,D,6.74
65,65,multidict-6.0.4,25,0.000773,0.0209,1,0,666,12.87937837,0.609892488,H,T,D,6.66
97,97,protobuf-4.22.3,254,0.00359,0.13133,1,0,654,12.85314683,0.796701697,H,T,D,6.54
5,5,tqdm-4.65.0,393,0.002428,0.187177,1,0,648,12.83985,0.619815336,H,T,D,6.48
421,421,rsa-4.9,18,0.000555,0.01261,2,1,629,12.79691621,0.742677869,H,T,D,6.29
62,62,async-timeout-4.0.2,31,0.000926,0.02149,1,0,618,12.77146303,0.758138026,H,T,D,6.18
621,621,cachetools-5.3.0,35,0.000457,0.01859,1,0,608,12.74792751,0.775973642,H,T,D,6.08
361,361,protobuf-3.20.3,62,0.001692,0.04311,1,0,595,12.71674586,0.796701697,H,T,D,5.95
76,76,multidict-4.7.6,8,0.000211,0.00497,1,0,589,12.70212382,0.609892488,H,T,D,5.89
358,358,grpcio-1.53.0,81,0.001337,0.04742,1,0,587,12.69721669,0.671641247,H,T,D,5.87
75,75,multidict-5.2.0,6,0.00031,0.00912,1,0,586,12.69475685,0.609892488,H,T,D,5.86
66,66,yarl-1.8.2,44,0.000646,0.02443,7,2.807354922,582,12.68487534,0.580524187,H,T,D,5.82
622,622,cachetools-4.1.1,2,0.000219,0.00277,1,0,540,12.5768156,0.775973642,H,T,D,5.4
613,613,google-auth-2.17.3,77,0.001078,0.04439,7,2.807354922,539,12.57414146,0.701580505,H,T,D,5.39
64,64,frozenlist-1.3.3,8,0.00041,0.00938,1,0,520,12.52236781,0.69515444,H,T,D,5.2
872,872,pycares-4.3.0,3,0.000254,0.00135,4,2,519,12.51959073,0.707018823,H,T,D,5.19
61,61,aiosignal-1.3.1,6,0.000205,0.00777,2,1,518,12.51680829,0.648895329,H,T,D,5.18
71,71,yarl-1.8.1,7,0.000198,0.00764,3,1.584962501,514,12.50562455,0.580524187,H,T,D,5.14
178,178,soupsieve-2.4.1,9,0.001304,0.0104,1,0,514,12.50562455,0.703829253,H,T,D,5.14
67,67,aiodns-3.0.0,9,0.000227,0.00892,5,2.321928095,512,12.5,0.75576147,H,T,D,5.12
177,177,soupsieve-2.4,10,0.001315,0.01075,1,0,510,12.49435344,0.703829253,H,T,D,5.1
70,70,attrs-19.1.0,6,0.000214,0.00791,1,0,506,12.48299357,0.827546126,H,T,D,5.06
72,72,attrs-20.3.0,6,0.000206,0.00789,1,0,506,12.48299357,0.827546126,H,T,D,5.06
329,329,charset-normalizer-2.0.12,7,0.000166,0.00434,1,0,504,12.47727992,0.753981657,H,T,D,5.04
74,74,yarl-1.1.1,4,0.000189,0.00602,3,1.584962501,502,12.47154355,0.580524187,H,T,D,5.02
59,59,aiohttp-3.8.4,243,0.002798,0.1081,25,4.64385619,501,12.46866679,0.327320982,L,T,D,5.01
176,176,beautifulsoup4-4.12.2,243,0.002249,0.11444,3,1.584962501,483,12.41587938,0.671641247,H,T,D,4.83
331,331,urllib3-1.26.5,4,0.000139,0.00276,1,0,483,12.41587938,0.564677815,H,T,D,4.83
541,541,protobuf-3.19.6,7,0.000181,0.00473,1,0,482,12.41288934,0.796701697,H,T,D,4.82
639,639,cryptography-3.4.8,19,0.000412,0.01067,4,2,477,12.39784546,0.847395434,H,T,D,4.77
168,168,pygments-2.15.1,18,0.000437,0.01362,1,0,473,12.38569637,0.627188997,H,T,D,4.73
544,544,protobuf-4.21.12,5,0.000282,0.00788,1,0,473,12.38569637,0.796701697,H,T,D,4.73
381,381,numpy-1.24.1,8,0.000192,0.0056,1,0,470,12.37651695,0.260893907,L,T,D,4.7
540,540,grpcio-1.54.0rc1,7,0.000177,0.00449,1,0,470,12.37651695,0.671641247,H,T,D,4.7
542,542,protobuf-3.20.2,3,0.000258,0.00688,1,0,470,12.37651695,0.796701697,H,T,D,4.7
543,543,grpcio-1.47.0,9,0.000251,0.00687,2,1,470,12.37651695,0.671641247,H,T,D,4.7
538,538,googleapis-common-protos-1.59.0,59,0.00078,0.0303,10,3.321928095,469,12.37344411,0.763115661,H,T,D,4.69
244,244,joblib-1.2.0,83,0.000723,0.04613,1,0,463,12.35486838,0.55422828,H,T,D,4.63
640,640,cryptography-36.0.2,5,0.000238,0.00357,4,2,444,12.29441587,0.847395434,H,T,D,4.44
638,638,pyjwt-2.6.0,79,0.000814,0.03726,8,3,442,12.28790256,0.689097695,H,T,D,4.42
165,165,decorator-5.1.1,62,0.000888,0.03326,1,0,441,12.28463485,0.7537292,H,T,D,4.41
481,481,wcwidth-0.2.6,23,0.001198,0.01344,1,0,425,12.23131903,0.704142681,H,T,D,4.25
900,900,protobuf-3.20.1,11,0.000244,0.00556,1,0,420,12.21424552,0.796701697,H,T,D,4.2
265,265,networkx-3.1,167,0.001291,0.08053,35,5.129283017,414,12.19348696,0.754782163,H,T,D,4.14
134,134,dnspython-2.3.0,27,0.001,0.01394,1,0,410,12.1794801,0.712805703,H,T,D,4.1
3742,3742,googleapis-common-protos-1.56.3,4,7.10E-05,0.00164,2,1,409,12.17595703,0.763115661,H,T,D,4.09
620,620,grpcio-status-1.47.0,11,0.0002,0.00693,13,3.700439718,408,12.17242534,0.671641247,H,T,D,4.08
619,619,grpcio-status-1.48.2,5,0.000188,0.00551,11,3.459431619,405,12.1617781,0.671641247,H,T,D,4.05
773,773,pytz-2022.7.1,11,0.000179,0.00737,1,0,391,12.1110248,0.786790187,H,T,D,3.91
1014,1014,exceptiongroup-1.1.1,9,0.00045,0.00844,1,0,389,12.10362634,0.673229313,H,T,D,3.89
114,114,pyrsistent-0.19.3,10,0.000186,0.00765,1,0,386,12.09245704,0.717490926,H,T,D,3.86
618,618,grpcio-status-1.53.0,11,0.000209,0.00799,11,3.459431619,386,12.09245704,0.671641247,H,T,D,3.86
789,789,tomli-2.0.1,54,0.001175,0.03078,1,0,386,12.09245704,0.70663582,H,T,D,3.86
611,611,google-api-core-2.11.0,198,0.001807,0.08988,49,5.614709844,382,12.07742883,0.720813266,H,T,D,3.82
1464,1464,chardet-4.0.0,15,0.000164,0.00784,1,0,382,12.07742883,0.740379799,H,T,D,3.82
346,346,sniffio-1.3.0,29,0.000956,0.01699,1,0,379,12.06605404,0.700285548,H,T,D,3.79
514,514,arrow-1.2.3,26,0.000324,0.01189,4,2,379,12.06605404,0.659191871,H,T,D,3.79
774,774,pytz-2021.3,4,0.000109,0.00386,1,0,372,12.03915881,0.786790187,H,T,D,3.72
117,117,jsonpointer-2.3,4,0.000219,0.00464,1,0,368,12.02356196,0.778733765,H,T,D,3.68
282,282,scipy-1.8.0,15,0.000215,0.01198,4,2,368,12.02356196,0.337577653,L,T,D,3.68
270,270,pandas-1.5.3,91,0.000602,0.04471,11,3.459431619,367,12.01963625,0.820746042,H,T,D,3.67
268,268,threadpoolctl-3.1.0,11,0.000223,0.01145,1,0,364,12.00779464,0.710270602,H,T,D,3.64
146,146,werkzeug-2.2.3,49,0.000752,0.02713,2,1,363,12.00382574,0.551480512,H,T,D,3.63
194,194,zipp-3.15.0,15,0.000858,0.00885,1,0,362,11.99984589,0.685200734,H,T,D,3.62
121,121,webcolors-1.13,5,0.000143,0.00487,1,0,357,11.97978026,0.729905337,H,T,D,3.57
581,581,sortedcontainers-2.4.0,38,0.00063,0.01931,1,0,357,11.97978026,0.630070068,H,T,D,3.57
122,122,rfc3987-1.3.8,4,0.000115,0.00442,1,0,355,11.97167521,0.941758054,H,T,D,3.55
405,405,psutil-5.9.4,87,0.000771,0.04206,1,0,352,11.95943162,0.60049988,H,T,D,3.52
275,275,scikit-learn-1.2.2,278,0.001508,0.12517,13,3.700439718,346,11.93462823,0.356249168,L,T,D,3.46
726,726,wrapt-1.15.0,59,0.001337,0.03009,1,0,346,11.93462823,0.644424397,H,T,D,3.46
55,55,colorama-0.4.6,166,0.001805,0.07894,1,0,345,11.93045255,0.608161838,H,T,D,3.45
1805,1805,idna-2.8,10,0.000155,0.00568,1,0,345,11.93045255,0.638660348,H,T,D,3.45
252,252,python-dotenv-1.0.0,31,0.000391,0.01831,1,0,344,11.92626475,0.580229603,H,T,D,3.44
1465,1465,urllib3-1.26.4,5,9.90E-05,0.00298,1,0,344,11.92626475,0.564677815,H,T,D,3.44
1466,1466,urllib3-1.26.2,2,8.70E-05,0.00161,1,0,344,11.92626475,0.564677815,H,T,D,3.44
295,295,requests-2.25.1,39,0.000537,0.01516,20,4.321928095,343,11.92206477,0.515598341,H,T,D,3.43
2034,2034,idna-3.3,10,0.000138,0.00539,1,0,336,11.89231742,0.638660348,H,T,D,3.36
115,115,fqdn-1.5.1,2,9.30E-05,0.00331,1,0,334,11.88370429,0.790177857,H,T,D,3.34
118,118,rfc3339-validator-0.1.4,5,0.000103,0.00432,2,1,334,11.88370429,0.684146445,H,T,D,3.34
116,116,isoduration-20.11.0,2,8.70E-05,0.00286,5,2.321928095,333,11.87937837,0.699976565,H,T,D,3.33
119,119,rfc3986-validator-0.1.1,2,9.50E-05,0.00336,1,0,333,11.87937837,0.684146445,H,T,D,3.33
120,120,uri-template-1.2.0,1,8.70E-05,0.00286,1,0,333,11.87937837,0.758353403,H,T,D,3.33
95,95,jsonschema-4.17.3,118,0.0008,0.05165,18,4.169925001,332,11.87503943,0.566904786,H,T,D,3.32
2035,2035,urllib3-1.26.9,8,0.000121,0.00445,1,0,332,11.87503943,0.564677815,H,T,D,3.32
144,144,itsdangerous-2.1.2,27,0.000553,0.01738,1,0,321,11.82642949,0.877979849,H,T,D,3.21
84,84,cloudpickle-2.2.1,44,0.000731,0.02472,1,0,320,11.82192809,0.729166061,H,T,D,3.2
128,128,tornado-6.2,53,0.000596,0.028,1,0,320,11.82192809,0.551278058,H,T,D,3.2
274,274,wheel-0.40.0,58,0.000893,0.02821,1,0,319,11.81741261,0.643444469,H,T,D,3.19
204,204,requests-2.27.1,29,0.00075,0.01023,20,4.321928095,318,11.81288296,0.515598341,H,T,D,3.18
253,253,email-validator-1.3.1,8,0.00025,0.00632,3,1.584962501,318,11.81288296,0.630894507,H,T,D,3.18
254,254,python-dotenv-0.21.1,8,0.00025,0.0076,1,0,317,11.80833903,0.580229603,H,T,D,3.17
299,299,filelock-3.11.0,38,0.000473,0.02306,1,0,317,11.80833903,0.60816995,H,T,D,3.17
340,340,h11-0.14.0,18,0.00037,0.00952,1,0,313,11.79001885,0.969386084,H,T,D,3.13
385,385,platformdirs-3.2.0,22,0.000377,0.01269,1,0,310,11.77612441,0.614898023,H,T,D,3.1
568,568,jmespath-1.0.1,33,0.000783,0.01959,1,0,309,11.77146303,0.751241116,H,T,D,3.09
129,129,future-0.18.3,154,0.001809,0.07324,1,0,306,11.75738784,0.671641247,H,T,D,3.06
360,360,msgpack-1.0.5,47,0.000432,0.02349,1,0,299,11.72400167,0.713972512,H,T,D,2.99
809,809,greenlet-2.0.2,24,0.0014,0.01547,1,0,298,11.71916852,0.548385084,H,T,D,2.98
251,251,email-validator-2.0.0,4,0.000253,0.00437,3,1.584962501,293,11.69475685,0.630894507,H,T,D,2.93
250,250,email-validator-2.0.0.post1,7,0.000265,0.00612,3,1.584962501,290,11.67990909,0.671641247,H,T,D,2.9
255,255,typing-extensions-4.4.0,3,0.00022,0.0047,1,0,289,11.67492568,0.658811077,H,T,D,2.89
570,570,jmespath-0.10.0,24,0.000577,0.01327,1,0,288,11.669925,0.751241116,H,T,D,2.88
2544,2544,cachetools-4.2.4,5,0.000147,0.00316,1,0,288,11.669925,0.775973642,H,T,D,2.88
246,246,pydantic-1.10.7,155,0.001503,0.0704,10,3.321928095,287,11.66490693,0.613224668,H,T,D,2.87
390,390,tornado-6.3,26,0.000313,0.0149,1,0,286,11.65987134,0.551278058,H,T,D,2.86
190,190,requests-toolbelt-0.10.1,41,0.001247,0.0231,34,5.087462841,284,11.64974712,0.649785712,H,T,D,2.84
616,616,google-auth-1.35.0,34,0.000467,0.01787,7,2.807354922,283,11.64465824,0.701580505,H,T,D,2.83
147,147,jinja2-3.0.3,16,0.000394,0.01042,3,1.584962501,281,11.63442632,0.785435104,H,T,D,2.81
594,594,zope-interface-6.0,98,0.001404,0.0558,2,1,272,11.58746284,0.499574396,L,T,D,2.72
579,579,zipp-3.1.0,2,0.000195,0.00151,1,0,270,11.5768156,0.685200734,H,T,D,2.7
192,192,importlib-metadata-6.4.1,26,0.000374,0.01363,3,1.584962501,269,11.57146236,0.738331031,H,T,D,2.69
480,480,ptyprocess-0.7.0,4,0.000353,0.00286,1,0,268,11.56608919,0.78223555,H,T,D,2.68
345,345,anyio-3.6.2,32,0.00087,0.01512,3,1.584962501,267,11.56069593,0.741335072,H,T,D,2.67
470,470,psutil-5.9.5,48,0.00036,0.0233,1,0,266,11.55528244,0.60049988,H,T,D,2.66
1016,1016,pluggy-1.0.0,19,0.000344,0.01229,1,0,265,11.54984855,0.606995648,H,T,D,2.65
105,105,toolz-0.12.0,34,0.000582,0.0175,1,0,257,11.50562455,0.652151859,H,T,D,2.57
469,469,traitlets-5.9.0,60,0.000813,0.03529,1,0,253,11.48299357,0.631618188,H,T,D,2.53
474,474,pexpect-4.8.0,34,0.00032,0.01747,2,1,251,11.47154355,0.671641247,H,T,D,2.51
294,294,oauthlib-3.2.2,23,0.000299,0.01102,9,3.169925001,247,11.44836723,0.814313573,H,T,D,2.47
623,623,google-auth-1.28.1,9,0.000111,0.00332,7,2.807354922,245,11.43663794,0.701580505,H,T,D,2.45
678,678,h5py-3.8.0,137,0.001075,0.06466,3,1.584962501,245,11.43663794,0.78809963,H,T,D,2.45
193,193,importlib-metadata-6.3.0,21,0.000202,0.01155,2,1,243,11.4248125,0.738331031,H,T,D,2.43
186,186,importlib-metadata-6.5.0,15,0.00014,0.00881,2,1,241,11.41288934,0.738331031,H,T,D,2.41
1015,1015,iniconfig-2.0.0,11,0.000267,0.00826,1,0,238,11.39481776,0.633863657,H,T,D,2.38
139,139,flask-2.2.3,161,0.001773,0.07513,10,3.321928095,236,11.38264305,0.763313977,H,T,D,2.36
296,296,oauthlib-3.1.1,2,0.000175,0.00196,1,0,235,11.37651695,0.814313573,H,T,D,2.35
476,476,prompt-toolkit-3.0.38,27,0.000325,0.01399,2,1,235,11.37651695,0.533771177,H,T,D,2.35
293,293,requests-oauthlib-1.3.1,49,0.000627,0.02275,37,5.209453366,234,11.37036472,0.575774868,H,T,D,2.34
321,321,sqlparse-0.4.3,18,0.000995,0.01112,1,0,226,11.32017896,0.638047486,H,T,D,2.26
273,273,mpmath-1.3.0,16,0.00047,0.00808,1,0,225,11.31378119,0.695357159,H,T,D,2.25
339,339,click-7.1.2,75,0.001058,0.03647,1,0,222,11.29441587,0.786075881,H,T,D,2.22
395,395,simplejson-3.19.1,50,0.001199,0.02679,1,0,221,11.28790256,0.598301688,H,T,D,2.21
312,312,filelock-3.12.0,10,0.000184,0.00889,1,0,219,11.27478706,0.60816995,H,T,D,2.19
81,81,httplib2-0.22.0,61,0.000772,0.03305,2,1,216,11.2548875,0.724571015,H,T,D,2.16
6446,6446,uc-micro-py-1.0.1,1,0.000199,0.00051,1,0,214,11.24146699,0.747343328,H,T,D,2.14
169,169,mdurl-0.1.2,2,0.000193,0.00125,1,0,213,11.23470962,0.828002022,H,T,D,2.13
170,170,linkify-it-py-2.0.0,3,0.000193,0.00127,2,1,213,11.23470962,0.694979533,H,T,D,2.13
203,203,webencodings-0.5.1,14,0.000535,0.00819,1,0,213,11.23470962,0.720940291,H,T,D,2.13
320,320,asgiref-3.6.0,18,0.000991,0.01116,1,0,213,11.23470962,0.718521638,H,T,D,2.13
555,555,bcrypt-4.0.1,20,0.000337,0.01093,1,0,213,11.23470962,0.726182076,H,T,D,2.13
167,167,markdown-it-py-2.2.0,16,0.000555,0.00806,5,2.321928095,212,11.22792045,0.636462198,H,T,D,2.12
171,171,mdit-py-plugins-0.3.5,4,0.0002,0.00175,5,2.321928095,212,11.22792045,0.659930941,H,T,D,2.12
967,967,python-dateutil-2.6.1,4,0.00011,0.00171,2,1,211,11.22109919,0.838665925,H,T,D,2.11
904,904,chardet-3.0.4,37,0.000414,0.01922,1,0,210,11.21424552,0.740379799,H,T,D,2.1
2910,2910,pyparsing-2.4.7,11,0.000297,0.00555,1,0,210,11.21424552,0.573270314,H,T,D,2.1
475,475,pickleshare-0.7.5,8,9.80E-05,0.00558,1,0,209,11.20735913,0.777251917,H,T,D,2.09
571,571,botocore-1.29.115,18,0.000303,0.00772,18,4.169925001,209,11.20735913,0.294020913,L,T,D,2.09
54,54,asttokens-2.2.1,9,0.000169,0.00403,2,1,208,11.20043972,0.775663731,H,T,D,2.08
567,567,botocore-1.29.114,20,0.000316,0.00879,18,4.169925001,208,11.20043972,0.294020913,L,T,D,2.08
472,472,backcall-0.2.0,7,9.20E-05,0.0051,1,0,207,11.19348696,0.836479519,H,T,D,2.07
479,479,parso-0.8.3,4,0.000173,0.00211,1,0,207,11.19348696,0.878820797,H,T,D,2.07
572,572,botocore-1.29.113,10,0.000204,0.00344,18,4.169925001,207,11.19348696,0.294020913,L,T,D,2.07
573,573,botocore-1.29.53,6,9.70E-05,0.00167,17,4.087462841,205,11.1794801,0.294020913,L,T,D,2.05
574,574,botocore-1.29.91,6,0.000101,0.00167,17,4.087462841,205,11.1794801,0.294020913,L,T,D,2.05
575,575,botocore-1.27.96,5,9.60E-05,0.00121,17,4.087462841,205,11.1794801,0.294020913,L,T,D,2.05
569,569,s3transfer-0.6.0,16,0.000357,0.00697,26,4.700439718,204,11.17242534,0.750069074,H,T,D,2.04
629,629,proto-plus-1.22.2,164,0.001502,0.0753,3,1.584962501,204,11.17242534,0.671641247,H,T,D,2.04
56,56,executing-1.2.0,7,0.000175,0.00348,1,0,203,11.16533592,0.646274343,H,T,D,2.03
267,267,sympy-1.11.1,26,0.000363,0.01483,2,1,203,11.16533592,0.49260513,L,T,D,2.03
500,500,pytest-7.3.1,124,0.001057,0.05609,10,3.321928095,202,11.15821148,0.456905797,L,T,D,2.02
162,162,rich-13.3.4,86,0.000749,0.04033,8,3,199,11.13662462,0.65949082,H,T,D,1.99
473,473,jedi-0.18.2,10,0.000117,0.0059,2,1,198,11.12935662,0.827410856,H,T,D,1.98
556,556,pynacl-1.5.0,14,0.000319,0.00762,4,2,198,11.12935662,0.717755926,H,T,D,1.98
482,482,pure-eval-0.2.2,3,6.90E-05,0.00154,1,0,196,11.11470984,0.799310003,H,T,D,1.96
478,478,decorator-4.4.2,4,8.10E-05,0.00352,1,0,191,11.07742883,0.7537292,H,T,D,1.91
322,322,sqlparse-0.4.4,4,0.000664,0.00404,1,0,189,11.06224242,0.638047486,H,T,D,1.89
106,106,regex-2023.3.23,54,0.000799,0.02727,1,0,188,11.05458885,0.382117397,L,T,D,1.88
467,467,matplotlib-inline-0.1.6,7,9.50E-05,0.00498,2,1,188,11.05458885,0.622476295,H,T,D,1.88
477,477,stack-data-0.6.2,7,8.00E-05,0.0035,5,2.321928095,188,11.05458885,0.713045655,H,T,D,1.88
126,126,tabulate-0.9.0,116,0.000864,0.05436,1,0,187,11.04689446,0.646809249,H,T,D,1.87
201,201,docutils-0.19,46,0.000502,0.0234,1,0,186,11.03915881,0.671641247,H,T,D,1.86
512,512,websocket-client-1.5.1,44,0.000421,0.02213,1,0,185,11.03138146,0.598535156,H,T,D,1.85
318,318,django-4.2,98,0.002142,0.04662,4,2,182,11.00779464,0.544936339,H,T,D,1.82
464,464,ipython-8.12.0,82,0.000506,0.03461,20,4.321928095,181,10.99984589,0.544012126,H,T,D,1.81
422,422,httplib2-0.19.0,6,0.000172,0.00473,2,1,179,10.98381578,0.724571015,H,T,D,1.79
485,485,defusedxml-0.7.1,34,0.000465,0.0176,1,0,176,10.95943162,0.934873627,H,T,D,1.76
406,406,pyzmq-25.0.2,31,0.000273,0.01672,1,0,173,10.93462823,0.530916382,H,T,D,1.73
578,578,pyarrow-11.0.0,37,0.000207,0.01706,4,2,171,10.91785251,0.534830208,H,T,D,1.71
330,330,certifi-2020.4.5.2,2,7.40E-05,0.00139,1,0,168,10.89231742,0.607135444,H,T,D,1.68
326,326,requests-2.26.0,28,0.000316,0.01018,17,4.087462841,167,10.88370429,0.515598341,H,T,D,1.67
300,300,nvidia-cublas-cu11-11.10.3.66,6,0.000302,0.00538,3,1.584962501,166,10.87503943,0.671641247,H,T,D,1.66
302,302,nvidia-cuda-nvrtc-cu11-11.7.99,2,0.000119,0.00425,1,0,164,10.857552,0.671641247,H,T,D,1.64
303,303,nvidia-cuda-runtime-cu11-11.7.99,4,0.000119,0.00425,3,1.584962501,164,10.857552,0.671641247,H,T,D,1.64
304,304,nvidia-cudnn-cu11-8.5.0.96,3,0.000119,0.00425,4,2,164,10.857552,0.671641247,H,T,D,1.64
528,528,mypy-extensions-1.0.0,23,0.000344,0.01211,1,0,164,10.857552,0.763906219,H,T,D,1.64
808,808,sqlalchemy-2.0.9,105,0.000923,0.04865,3,1.584962501,164,10.857552,0.223702889,L,T,D,1.64
671,671,termcolor-2.2.0,62,0.00078,0.03053,1,0,163,10.84872815,0.758324166,H,T,D,1.63
922,922,hpack-4.0.0,1,0.000183,0.00088,1,0,163,10.84872815,0.75988039,H,T,D,1.63
923,923,hyperframe-6.0.1,6,0.000211,0.00323,1,0,163,10.84872815,0.765127849,H,T,D,1.63
1371,1371,smmap-5.0.0,4,0.001228,0.00224,1,0,163,10.84872815,0.699797355,H,T,D,1.63
314,314,networkx-2.6.3,5,0.00013,0.00544,1,0,162,10.83985,0.754782163,H,T,D,1.62
660,660,h2-4.1.0,19,0.000349,0.00989,3,1.584962501,162,10.83985,0.969386084,H,T,D,1.62
221,221,docopt-0.6.2,110,0.00139,0.05128,1,0,160,10.82192809,0.754159481,H,T,D,1.6
526,526,commonmark-0.9.1,17,0.000333,0.00869,1,0,156,10.78540222,0.75256517,H,T,D,1.56
1370,1370,gitdb-4.0.10,14,0.001305,0.0083,2,1,156,10.78540222,0.671641247,H,T,D,1.56
466,466,jupyter-core-5.3.0,26,0.000215,0.01466,3,1.584962501,155,10.77612441,0.583393962,H,T,D,1.55
576,576,fsspec-2023.4.0,22,0.000125,0.01077,46,5.523561956,155,10.77612441,0.68849028,H,T,D,1.55
740,740,isodate-0.6.1,27,0.000384,0.01321,2,1,154,10.76678654,0.626133602,H,T,D,1.54
313,313,networkx-2.8,4,0.000114,0.00483,1,0,153,10.75738784,0.754782163,H,T,D,1.53
468,468,nest-asyncio-1.5.6,23,0.000147,0.01202,1,0,151,10.73840474,0.779310887,H,T,D,1.51
554,554,paramiko-3.1.0,44,0.000623,0.01968,8,3,150,10.72881869,0.669730769,H,T,D,1.5
614,614,uritemplate-4.1.1,26,0.000324,0.0143,1,0,150,10.72881869,0.689428078,H,T,D,1.5
301,301,nvidia-cuda-cupti-cu11-11.7.101,3,9.60E-05,0.00343,3,1.584962501,149,10.71916852,0.671641247,H,T,D,1.49
305,305,nvidia-cufft-cu11-10.9.0.58,1,9.60E-05,0.00343,1,0,149,10.71916852,0.671641247,H,T,D,1.49
306,306,nvidia-curand-cu11-10.2.10.91,3,9.60E-05,0.00343,3,1.584962501,149,10.71916852,0.671641247,H,T,D,1.49
307,307,nvidia-cusolver-cu11-11.4.0.1,2,9.60E-05,0.00343,4,2,149,10.71916852,0.671641247,H,T,D,1.49
308,308,nvidia-cusparse-cu11-11.7.4.91,3,9.60E-05,0.00343,3,1.584962501,149,10.71916852,0.671641247,H,T,D,1.49
309,309,nvidia-nccl-cu11-2.14.3,1,9.60E-05,0.00343,1,0,149,10.71916852,0.671641247,H,T,D,1.49
310,310,nvidia-nvtx-cu11-11.7.91,3,9.60E-05,0.00343,3,1.584962501,149,10.71916852,0.671641247,H,T,D,1.49
315,315,cmake-3.26.3,1,5.10E-05,0.00055,1,0,149,10.71916852,0.716892593,H,T,D,1.49
316,316,lit-16.0.1,1,5.10E-05,0.00055,1,0,149,10.71916852,0.553132475,H,T,D,1.49
298,298,torch-2.0.0,153,0.001438,0.06272,63,5.977279923,148,10.70945337,0.304238481,L,T,D,1.48
311,311,triton-2.0.0,6,9.60E-05,0.00343,63,5.977279923,148,10.70945337,0.758421019,H,T,D,1.48
735,735,h11-0.12.0,6,0.000114,0.00345,1,0,148,10.70945337,0.969386084,H,T,D,1.48
112,112,pycryptodome-3.17,47,0.000704,0.02287,1,0,147,10.69967234,0.634173958,H,T,D,1.47
199,199,more-itertools-9.1.0,37,0.000486,0.01789,1,0,147,10.69967234,0.575406957,H,T,D,1.47
465,465,jupyter-client-8.2.0,25,0.000155,0.01069,10,3.321928095,146,10.68982456,0.553183333,H,T,D,1.46
1260,1260,google-api-core-1.34.0,27,0.000181,0.00829,56,5.807354922,146,10.68982456,0.720813266,H,T,D,1.46
127,127,toml-0.10.2,86,0.000646,0.04071,1,0,144,10.669925,0.660148803,H,T,D,1.44
888,888,pytz-deprecation-shim-0.1.0.post0,2,0.000326,0.00133,2,1,141,10.63955135,0.671641247,H,T,D,1.41
289,289,markdown-3.4.3,52,0.0006,0.02466,1,0,140,10.62928302,0.859538872,H,T,D,1.4
869,869,tzlocal-4.3,39,0.000343,0.01906,3,1.584962501,140,10.62928302,0.67877519,H,T,D,1.4
924,924,h11-0.9.0,3,0.000134,0.00156,1,0,140,10.62928302,0.969386084,H,T,D,1.4
380,380,numpy-1.23.0,6,0.000133,0.00417,1,0,139,10.61894107,0.260893907,L,T,D,1.39
617,617,httplib2-0.20.4,5,0.000166,0.00456,2,1,139,10.61894107,0.724571015,H,T,D,1.39
831,831,pyerfa-2.0.0.3,7,0.000177,0.00465,4,2,138,10.60852446,0.611799076,H,T,D,1.38
612,612,google-auth-httplib2-0.1.0,53,0.000407,0.02336,17,4.087462841,137,10.59803208,0.765015661,H,T,D,1.37
828,828,astropy-5.2.2,124,0.000882,0.05663,7,2.807354922,137,10.59803208,0.470102579,L,T,D,1.37
389,389,xyzservices-2023.2.0,4,6.60E-05,0.00227,1,0,135,10.5768156,0.690463535,H,T,D,1.35
1272,1272,async-generator-1.10,8,0.000151,0.00411,1,0,135,10.5768156,0.798713712,H,T,D,1.35
673,673,absl-py-1.4.0,40,0.000328,0.02078,1,0,133,10.55528244,0.671641247,H,T,D,1.33
394,394,huaweicloudsdkcore-3.1.36,135,0.003919,0.0599,38,5.247927513,132,10.54439412,0.802215214,H,T,D,1.32
757,757,deprecated-1.2.13,39,0.000443,0.0188,2,1,132,10.54439412,0.764637992,H,T,D,1.32
1067,1067,pbr-5.11.1,74,0.001159,0.03888,1,0,130,10.52236781,0.671641247,H,T,D,1.3
164,164,dill-0.3.6,52,0.000415,0.02554,1,0,129,10.51122726,0.875266364,H,T,D,1.29
355,355,lz4-4.3.2,7,7.20E-05,0.00418,1,0,129,10.51122726,0.830826478,H,T,D,1.29
610,610,google-auth-oauthlib-1.0.0,44,0.000382,0.01956,46,5.523561956,129,10.51122726,0.611642131,H,T,D,1.29
921,921,wsproto-1.2.0,8,0.000158,0.00306,3,1.584962501,129,10.51122726,0.689471338,H,T,D,1.29
388,388,bokeh-3.1.0,27,0.000124,0.00759,28,4.807354922,127,10.48868469,0.585996621,H,T,D,1.27
1369,1369,gitpython-3.1.31,90,0.000933,0.04142,3,1.584962501,127,10.48868469,0.671641247,H,T,D,1.27
